metaphone,word,translation
PNYL,pañuelo,handkerchief
PP,papa,pope
PP,papá,dad
PPL,papel,paper
PR,para,for
PR,paro,unemployment
PR,peor,worse
PR,pero,but
PR,por,by
PRD,pared,wall
PRD,prado,meadow
PRDD,perdido,lost
PRDD,pérdida,loss
PRDNR,perdonar,forgive
PRDR,perder,lose
PRDZR,predecir,predict
PRFND,profundo,deep
PRFSR,profesor,teacher
PRGNT,pregunta,question
PRGNTR,preguntar,ask
PRJ,pareja,couple
PRJDKR,perjudicar,harm
PRK,porque,because
PRKPR,preocupar,worry
PRKPZN,preocupación,worry
PRKRR,procurar,seek
PRM,premio,prize
PRM,prima,cousin
PRM,primo,cousin
PRMNZR,permanecer,remain
PRMR,primero,first
PRMVR,primavera,spring
PRN,pierna,leg
PRND,prenda,garment
PRNDR,prender,light
PRNT,pariente,relative
PRNT,pronto,soon
PRP,propio,own
PRPD,párpado,eyelid
PRPRZN,proporción,proportion
PRPST,propuesta,proposal
PRPST,propósito,purpose
PRPTR,propietario,owner
PRR,parar,stop
PRR,parir,givebirth
PRR,perro,dog
PRRK,parroquia,parish
PRS,paraíso,paradise
PRS,presa,dam
PRS,prisa,hurry
PRS,prosa,prose
PRSDNT,presidente,president
PRSDR,presidir,preside
PRSGR,perseguir,pursue
PRSKZN,persecución,persecution
PRSMR,presumir,boast
PRSNJ,personaje,character
PRSNTR,presentir,anticipate
PRSPST,presupuesto,budget
PRSTJ,prestigio,prestige
PRSTM,préstamo,loan
PRSTR,prestar,lend
PRT,parte,part
PRT,parto,birth
PRT,puerta,door
PRT,puerto,port
PRTD,partida,match
PRTD,partido,party
PRTD,portada,cover
PRTNDR,pretender,intend
PRTNZR,pertenecer,belong
PRTR,partir,split
PRTR,portero,doorman
PRV,prueba,test
PRVR,prever,foresee
PRVR,probar,try
PRVR,proveer,provide
PRVSN,previsión,forecast
PRVVL,probable,probable
PRVVLD,probabilidad,probability
PRVVLM,probablemente,probably
PRVX,provecho,benefit
PRZDR,proceder,proceed
PRZL,parcial,partial
PRZN,porción,portion
PRZNTJ,porcentaje,percentage
PRZPTR,precipitar,rush
PRZPTZ,precipitación,precipitation
PRZPZN,percepción,perception
PRZR,parecer,seem
PRZS,precioso,precious
PRZS,preciso,precise
PRZS,proceso,process
PRZVR,percibir,perceive
PS,paseo,stroll
PS,pausa,pause
PS,país,country
PS,peso,weight
PS,poesía,poetry
PS,pues,well
PSD,pasado,past
PSD,pesado,heavy
PSDY,pesadilla,nightmare
PSJ,paisaje,landscape
PSJR,pasajero,passenger
PSK,pesca,fishing
PSKD,pescado,fish
PSKDR,pescador,fisherman
PSKLG,psicólogo,psychologist
PSKLJ,psicología,psychology
PSKLJK,psicológico,psychological
PSKR,pescar,fish
PSN,pasión,passion
PSR,pasar,pass
PSR,pasear,stroll
PSR,pesar,weigh
PSR,pisar,step
PSR,poseer,possess
PSSN,posesión,possession
PST,pasta,pasta
PST,pasto,pasture
PST,peseta,peseta
PST,pista,clue
PST,puesto,position
PSTL,pistola,pistol
PSTNY,pestaña,eyelash
PSTR,pastor,shepherd
PSTR,postre,dessert
PSY,pasillo,hallway
PSZN,piscina,pool
PT,pata,paw
PT,pato,duck
PT,puta,prostitute
PTD,patada,kick
PTRL,petróleo,oil
PVL,pueblo,town
PVR,pobre,poor
PVRZ,pobreza,poverty
PX,pecho,chest
PYR,pillar,catch
PZ,paz,peace
PZ,pez,fish
PZ,pieza,piece
PZ,pozo,well
R,río,river
RD,red,network
RD,rueda,wheel
RD,ruido,noise
RDKL,radical,radical
RDKL,ridículo,ridiculous
RDKTR,redactar,draft
RDND,redondo,round
RDR,rodar,roll
RDR,rodear,surround
RDY,rodilla,knee
RDZN,radiación,radiation
RDZR,reducir,reduce
RFG,ráfaga,burst
RGL,regalo,gift
RGL,regla,rule
RGLR,regalar,gift
RGR,regar,water
RGR,rogar,beg
RGRS,regreso,return
RGRSR,regresar,return
RJ,reja,grille
RJ,rojo,red
RJR,regir,govern
RK,rico,rich
RKJR,recoger,collect
RKRD,recuerdo,memory
RKRDR,recordar,remember
RKRRD,recorrido,route
RKRRR,recorrer,travel
RKVRR,recobrar,recover
RKZ,riqueza,wealth
RLJ,reloj,clock
RLMPG,relámpago,lightning
RLZR,realizar,carryout
RM,rama,branch
RM,ramo,bouquet
RMPR,romper,break
RMTR,rematar,finish
RMV,rumbo,course
RN,reina,queen
RN,reino,kingdom
RNDMNT,rendimiento,performance
RNKR,rencor,grudge
RNT,renta,rent
RP,ropa,clothes
RPD,rápido,fast
RPDMNT,rápidamente,quickly
RPNTN,repentino,sudden
RPR,ropero,closet
RPRTR,repartir,distribute
RPSR,reposar,rest
RR,raro,rare
RR,reír,laugh
RS,risa,laugh
RS,rosa,rose
RSD,rosado,pink
RSG,rasgo,feature
RSG,riesgo,risk
RSKR,rascar,scratch
RSKT,rescate,rescue
RSKTR,rescatar,rescue
RSLTR,resultar,result
RSMN,resumen,summary
RSPLD,respaldo,backing
RSPNDR,responder,reply
RSPST,respuesta,answer
RST,resto,rest
RSTR,rastro,trail
RSTR,restar,subtract
RSTR,rostro,face
RSVLR,resbalar,slip
RT,rata,rat
RT,rato,while
RT,reto,challenge
RT,roto,broken
RTN,ratón,mouse
RV,rabia,rage
RV,robo,theft
RV,rubio,blond
RVR,robar,steal
RY,raya,stripe
RY,rey,king
RY,rollo,roll
RZ,raza,race
RZ,raíz,root
RZ,rocío,dew
RZR,rezar,pray
S,se,oneself
S,si,if
S,su,his
S,sí,yes
SD,sed,thirst
SD,seda,silk
SDR,sudar,sweat
SDR,sudor,sweat
SFRMNT,sufrimiento,suffering
SFRR,sufrir,suffer
SGL,siglo,century
SGN,según,according
SGNFKD,significado,meaning
SGNFKR,significar,mean
SGR,seguir,follow
SJRNZ,sugerencia,suggestion
SJRR,sugerir,suggest
SJTR,sujetar,attach
SK,saco,sack
SK,seco,dry
SKDR,sacudir,shake
SKR,sacar,take
SKR,secar,dry
SKSTR,secuestro,kidnapping
SL,sal,salt
SL,sala,hall
SL,sol,sun
SL,solo,alone
SL,suelo,ground
SL,sólo,only
SLD,salida,exit
SLD,sueldo,salary
SLMNT,solamente,only
SLN,salón,livingroom
SLPKR,salpicar,splash
SLR,soler,usually
SLS,salsa,sauce
SLT,salto,jump
SLT,suelto,loose
SLTR,saltar,jump
SLTR,soltar,letgo
SLTR,soltero,single
SLV,selva,jungle
SLVJ,salvaje,wild
SLVR,salvar,save
SLVSTR,silvestre,wild
SMJNT,semejante,similar
SMN,semana,week
SMPR,siempre,always
SMPTK,simpático,nice
SMR,sumar,add
SMVR,sombra,shadow
SMVRR,sembrar,sow
SMVRR,sombrero,hat
SMY,semilla,seed
SN,sano,healthy
SN,seno,breast
SN,sin,without
SN,sino,but
SNDKT,sindicato,union
SNDR,sendero,path
SNGR,sangre,blood
SNR,sonar,sound
SNRR,sonreír,smile
SNRS,sonrisa,smile
SNT,santa,saint
SNT,santo,saint
SNTMNT,sentimiento,feeling
SNTR,sentar,seat
SNTR,sentir,feel
SNY,seña,sign
SNY,sueño,dream
SNYL,señal,signal
SNYLR,señalar,point
SNYR,señor,sir
SNYR,señora,madam
SNYR,soñar,dream
SNYRT,señorita,miss
SNZY,sencillo,simple
SP,sopa,soup
SPLKR,suplicar,beg
SPLR,soplar,blow
SPNR,suponer,suppose
SPRR,superar,overcome
SPRTR,soportar,endure
SR,ser,be
SR,sur,south
SRD,sordo,deaf
SRJR,surgir,arise
SRN,sereno,calm
SRPNT,serpiente,snake
SRPRND,sorprendente,surprising
SRPRND,sorprender,surprise
SRPRS,sorpresa,surprise
SRR,sierra,saw
SRT,suerte,luck
SS,seis,six
SS,sus,their
SSNT,sesenta,sixty
SSPRR,suspirar,sigh
SSPX,sospecha,suspicion
SSPXR,sospechar,suspect
SSRRR,susurrar,whisper
SST,siesta,nap
SST,susto,fright
ST,siete,seven
STNT,setenta,seventy
STSFX,satisfecho,satisfied
SV,sabio,wise
SVDR,sabiduría,wisdom
SVN,sábana,sheet
SVR,saber,know
SVR,sabor,flavor
SVR,sobre,about
SVR,subir,go-up
SVRN,sobrino,nephew
SVRR,sobrar,exceed
SVRYR,subrayar,underline
SY,sello,stamp
SY,silla,chair
SY,suyo,his
SYN,sillón,armchair
SYR,sellar,seal
SZ,sucio,dirty
SZDR,suceder,happen
SZRDT,sacerdote,priest
SZS,suceso,event
T,te,you
T,ti,you
T,tu,your
T,tía,aunt
T,tío,uncle
T,tú,you
TD,todo,all
TDV,todavía,still
TJD,tejido,fabric
TJR,tejer,weave
TK,toque,touch
TKR,tocar,touch
TL,tal,such
TL,tela,cloth
TL,tele,television
TM,tema,topic
TM,toma,taking
TMD,tímido,shy
TMNY,tamaño,size
TMP,tiempo,time
TMPK,tampoco,neither
TMPRD,temporada,season
TMPRN,temprano,early
TMR,temer,fear
TMR,temor,fear
TMR,tomar,take
TMRS,temeroso,fearful
TMVLR,temblar,tremble
TMVN,también,also
TMVR,tambor,drum
TMVR,timbre,bell
TMVR,tumbar,knockdown
TN,tan,so
TND,tienda,store
TNDR,tender,stretch
TNR,tener,have
TNT,tanto,so-much
TNT,tinta,ink
TNT,tonto,fool
TNTR,tontería,nonsense
TNYR,teñir,dye
TP,tapa,lid
TPR,tapar,cover
TR,tarea,task
TR,tiro,shot
TR,toro,bull
TRD,tarde,afternoon
TRDR,tardar,delay
TRG,trago,sip
TRG,tregua,truce
TRG,trigo,wheat
TRGR,tragar,swallow
TRJ,traje,suit
TRK,truco,trick
TRMNT,tormenta,storm
TRMP,trampa,trap
TRN,tierno,tender
TRN,turno,turn
TRNK,tronco,trunk
TRNKL,tranquilo,calm
TRNKLD,tranquilidad,calmness
TRNKLZ,tranquilizar,calm
TRNR,tornar,turn
TRNT,treinta,thirty
TRP,torpe,clumsy
TRP,trapo,rag
TRPR,trepar,climb
TRPZR,tropezar,stumble
TRR,tierra,earth
TRR,tirar,throw
TRR,traer,bring
TRRMT,terremoto,earthquake
TRS,tras,after
TRS,tres,three
TRSR,trasero,backside
TRST,triste,sad
TRSTZ,tristeza,sadness
TRSZNT,trescientos,threehundred
TRT,trato,treatment
TRTR,tratar,treat
TRV,tribu,tribe
TRVJ,trabajo,work
TRVJDR,trabajador,worker
TRVJR,trabajar,work
TRZ,trece,thirteen
TRZ,trozo,piece
TRZNR,traicionar,betray
TRZR,torcer,twist
TS,tasa,rate
TS,tos,cough
TS,tus,your
TSTG,testigo,witness
TV,tibio,lukewarm
TVL,tabla,board
TX,techo,ceiling
TY,talla,size
TY,toalla,towel
TY,tuya,yours
TY,tuyo,yours
TYR,taller,workshop
TZ,taza,cup
UK,hueco,hole
ULG,huelga,strike
UM,humo,smoke
UMD,húmedo,damp
UMLD,humilde,humble
UMVRL,umbral,threshold
UN,un,a
UN,una,a
UN,uno,one
UNDR,hundir,sink
UNS,unas,some
UNS,unos,some
UNY,uña,fingernail
UR,huir,flee
US,hueso,bone
USPD,huésped,guest
USTD,usted,you
UV,huevo,egg
UVKR,ubicar,locate
UY,huella,footprint
VD,boda,wedding
VD,vida,life
VDG,bodega,warehouse
VDR,vidrio,glass
VG,vago,lazy
VGR,vagar,wander
VGT,bigote,mustache
VJ,bajo,low
VJ,viaje,trip
VJ,viejo,old
VJR,bajar,lower
VJR,viajar,travel
VJR,viajero,traveler
VJZ,vejez,oldage
VK,beca,scholarship
VK,boca,mouth
VK,buque,ship
VK,vaca,cow
VL,baile,dance
VL,bala,bullet
VL,bola,ball
VL,vela,candle
VL,vuelo,flight
VLKR,volcar,tip
VLN,balón,ball
VLND,blando,soft
VLNK,blanco,white
VLNT,valiente,brave
VLNT,volante,steeringwheel
VLNTD,voluntad,will
VLR,bailar,dance
VLR,valer,beworth
VLR,velar,stayawake
VLR,volar,fly
VLRN,bailarín,dancer
VLS,bolsa,bag
VLS,bolso,handbag
VLSY,bolsillo,pocket
VLT,vuelta,return
VLVR,volver,return
VMS,vamos,let'sgo
VMVR,bombero,firefighter
VN,bien,well
VN,bueno,good
VN,vano,vain
VN,vino,wine
VNDD,bondad,goodness
VNDDR,vendedor,seller
VNDJ,bandeja,tray
VNDR,vender,sell
VNDZR,bendecir,bless
VNGNZ,venganza,revenge
VNGR,vengar,avenge
VNK,banco,bank
VNN,veneno,poison
VNR,venir,come
VNSTR,bienestar,wellbeing
VNT,bonito,pretty
VNT,veinte,twenty
VNT,viento,wind
VNTKTR,veinticuatro,twentyfour
VNTN,ventana,window
VNTNY,ventanilla,window
VNTR,vientre,belly
VNTZNK,veinticinco,twentyfive
VNVND,bienvenida,welcome
VNVND,bienvenido,welcome
VNY,baño,bath
VNYR,bañar,bathe
VNZR,vencer,overcome
VR,ver,see
VRD,borde,edge
VRD,verde,green
VRDD,verdad,truth
VRDDR,verdadero,true
VRDR,bordar,embroider
VRDR,verdura,vegetable
VRJ,bruja,witch
VRK,barco,ship
VRL,burla,mockery
VRLR,burlar,mock
VRM,broma,joke
VRN,varón,male
VRN,verano,summer
VRNDR,brindar,offer
VRNS,viernes,Friday
VRR,barra,bar
VRR,barrio,neighborhood
VRR,barro,mud
VRR,burro,donkey
VRRR,barrer,sweep
VRRR,borrar,erase
VRRX,borracho,drunk
VRS,brisa,breeze
VRT,barato,cheap
VRTR,brotar,sprout
VRUNZ,vergüenza,shame
VRV,barba,beard
VRV,bravo,fierce
VRVJ,burbuja,bubble
VRVRDD,barbaridad,outrage
VRY,brillo,shine
VRYR,brillar,shine
VRZ,brazo,arm
VS,beso,kiss
VS,vaso,glass
VS,vos,you
VSK,bosque,forest
VSK,busca,search
VSKD,búsqueda,search
VSPR,víspera,eve
VSR,basura,garbage
VSR,besar,kiss
VSTD,vestido,dress
VSTNT,bastante,enough
VSTR,bastar,suffice
VSTR,vuestro,your
VSTRS,vosotros,you
VT,bota,boot
VT,bote,boat
VTR,batir,beat
VV,vivo,alive
VVD,bebida,drink
VVND,vivienda,housing
VVR,beber,drink
VVR,vivir,live
VX,bicho,bug
VXYRT,bachillerato,highschool
VY,bello,beautiful
VY,buey,ox
VY,valle,valley
VYT,billete,ticket
VYZ,belleza,beauty
VZ,vacío,empty
VZ,vez,time
VZ,voz,voice
VZLR,vacilar,hesitate
VZN,vecino,neighbor
VZR,vaciar,empty
XK,chica,girl
XK,chico,boy
XK,choque,crash
XKR,chocar,crash
XKT,chaqueta,jacket
XPR,chupar,suck
XRK,charco,puddle
XRL,charla,chat
XRLR,charlar,chat
XRR,chorro,stream
XSP,chispa,spark
XST,chiste,joke
Y,y,and
Y,ya,already
Y,yo,I
YGD,llegada,arrival
YGR,llegar,arrive
YM,llama,flame
YMD,llamada,call
YMD,llamado,call
YMR,llamar,call
YN,llano,plain
YN,lleno,full
YNR,llenar,fill
YNT,llanto,crying
YV,llave,key
YV,lluvia,rain
YVR,llevar,carry
YVR,llover,rain
YZMNT,yacimiento,deposit
YZR,yacer,lie
ZDD,ciudad,city
ZDDN,ciudadano,citizen
ZDDN,ciudadanía,citizenship
ZFR,cifra,figure
ZG,ciego,blind
ZJ,ceja,eyebrow
ZKTRZ,cicatriz,scar
ZL,celo,zeal
ZL,cielo,sky
ZLD,celda,cell
ZLST,celeste,skyblue
ZM,cima,summit
ZN,cena,dinner
ZNK,cinco,five
ZNKNT,cincuenta,fifty
ZNR,cenar,dine
ZNT,ciento,hundred
ZNT,cinta,ribbon
ZNTR,cintura,waist
ZNTRN,cinturón,belt
ZNZ,ceniza,ash
ZPT,zapato,shoe
ZPTY,zapatilla,slipper
ZRD,cerdo,pig
ZRK,cerca,near
ZRKN,cercano,nearby
ZRR,cerro,hill
ZRRD,cerrado,closed
ZRRR,cerrar,close
ZRVZ,cerveza,beer
ZT,cita,appointment
